"pq_nome","date","place","id","female","age","general","frequency","duration","origin","commute","means","home","motivation","other_motiv","activity","other_activ","prs_score","education","income","mot_active","mot_personal","act_active","act_personal","district","shannon_index","total_edge","contig","lsi","circle","X4_lpi_0m","X6_lpi_0m","X4_ed_0m","X6_ed_0m","X4_contig_mn_0m","X6_contig_mn_0m","X4_pland_0m","X6_pland_0m","X4_nlsi_0m","X6_nlsi_0m","X4_te_0m","X6_te_0m","X4_np_0m","X6_np_0m","X1_lpi_0m","X1_ed_0m","X1_contig_mn_0m","X1_pland_0m","X1_nlsi_0m","X1_te_0m","X1_np_0m","X2_lpi_0m","X5_lpi_0m","X2_ed_0m","X5_ed_0m","X2_contig_mn_0m","X5_contig_mn_0m","X2_pland_0m","X5_pland_0m","X2_nlsi_0m","X5_nlsi_0m","X2_te_0m","X5_te_0m","X2_np_0m","X5_np_0m","pq_area","pq_PrefReg","Categoria","Mobilidade","Acessibili","Equip_cria","Equip_espo","Sinalizaca","Nota_Infra","Manejo_Con","Residuos_s","Ambientes_","Nota_manej","Nota_segur","Nota_gesta","ID","area","altmean","vol_asum","vol_bsum","alt_bmean","area_agua","ds_codigo","Media_GeoSES","Media_educacao","Media_mobilidade","Media_pobreza","Media_privacao_material","Media_riqueza","Media_renda","Media_segregacao","contig_mn_tree","presence_agua","income_p","frequency_p","duration_p"
"ALFREDO VOLPI","16-04-19","Alfredo Volpi",267,"Male",56,"Excellent","1 or 2 times a week","1 to 2h","Home","15 to 30 min","Car/Taxi","Vila andrade","Physical activity"," ","run"," ","4.33333333333333","university degree","10 to 20 MW",1,0,1,0,"MORUMBI","11.6901095355401","51.8049991452547","0.22044415750423","2.41621253405995","0.541871249360914","3.07485339259568","0.0884475595162885","50.1698341794073","20.0679336717629","0.430493107376172","0.154822896900696","5.79517329032354","0.164259753387393","0.0334695466043977","0.395631067961165",675,270,6,31,"94.0405669562891","33.3722304393391","0.994409536982151","94.0405669562891","0.0316425120772947",449,1,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,136197,"BUTANTA","Urbano","0.09","0.08","0.23","0.04","0.07","1.09","0.37","0.28","0.31","0.97","0.73","0.42",26,"136204.483","13.9869201453721","1875453.6713424","7462.52881406248","9.51853165058989","2381.289",54,"0.59241554643895","36.2626282448725","36.5091501734218","7.30696995545171","90.1332879250108","55.7719749432906","21594.7157429233","0.451958410951416","0.712451322179162",1,15,6,120
"ALFREDO VOLPI","16-04-19","Alfredo Volpi",268,"Female",61,"Good","3 to 6 times a week","1 to 2h","Home","5 to 15 min","Car/Taxi","Caxingui","Get closer to animals and nature"," ","walk"," ","5.46666666666667","university degree","2 to 4 MW",1,0,1,0,"MORUMBI","11.6901095355401","51.8049991452547","0.22044415750423","2.41621253405995","0.541871249360914","3.07485339259568","0.0884475595162885","50.1698341794073","20.0679336717629","0.430493107376172","0.154822896900696","5.79517329032354","0.164259753387393","0.0334695466043977","0.395631067961165",675,270,6,31,"94.0405669562891","33.3722304393391","0.994409536982151","94.0405669562891","0.0316425120772947",449,1,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,136197,"BUTANTA","Urbano","0.09","0.08","0.23","0.04","0.07","1.09","0.37","0.28","0.31","0.97","0.73","0.42",26,"136204.483","13.9869201453721","1875453.6713424","7462.52881406248","9.51853165058989","2381.289",54,"0.59241554643895","36.2626282448725","36.5091501734218","7.30696995545171","90.1332879250108","55.7719749432906","21594.7157429233","0.451958410951416","0.712451322179162",1,3,18,120
"ALFREDO VOLPI","16-04-19","Alfredo Volpi",270,"Female",74,"Very good","1 or 2 times a week","1 to 2h","Home","5 to 15 min","Car/Taxi","Morumbi","Health"," ","walk"," ","4","university degree","> 20 MW",0,1,1,0,"MORUMBI","11.6901095355401","51.8049991452547","0.22044415750423","2.41621253405995","0.541871249360914","3.07485339259568","0.0884475595162885","50.1698341794073","20.0679336717629","0.430493107376172","0.154822896900696","5.79517329032354","0.164259753387393","0.0334695466043977","0.395631067961165",675,270,6,31,"94.0405669562891","33.3722304393391","0.994409536982151","94.0405669562891","0.0316425120772947",449,1,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,136197,"BUTANTA","Urbano","0.09","0.08","0.23","0.04","0.07","1.09","0.37","0.28","0.31","0.97","0.73","0.42",26,"136204.483","13.9869201453721","1875453.6713424","7462.52881406248","9.51853165058989","2381.289",54,"0.59241554643895","36.2626282448725","36.5091501734218","7.30696995545171","90.1332879250108","55.7719749432906","21594.7157429233","0.451958410951416","0.712451322179162",1,20,6,120
"ALFREDO VOLPI","16-04-19","Alfredo Volpi",271,"Female",62,"Excellent","1 or 2 times a week","1 to 2h","Home","Around 5 min","Car/Taxi","Vila progredio","Physical activity"," ","run"," ","5.4","university degree","10 to 20 MW",1,0,1,0,"MORUMBI","11.6901095355401","51.8049991452547","0.22044415750423","2.41621253405995","0.541871249360914","3.07485339259568","0.0884475595162885","50.1698341794073","20.0679336717629","0.430493107376172","0.154822896900696","5.79517329032354","0.164259753387393","0.0334695466043977","0.395631067961165",675,270,6,31,"94.0405669562891","33.3722304393391","0.994409536982151","94.0405669562891","0.0316425120772947",449,1,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,136197,"BUTANTA","Urbano","0.09","0.08","0.23","0.04","0.07","1.09","0.37","0.28","0.31","0.97","0.73","0.42",26,"136204.483","13.9869201453721","1875453.6713424","7462.52881406248","9.51853165058989","2381.289",54,"0.59241554643895","36.2626282448725","36.5091501734218","7.30696995545171","90.1332879250108","55.7719749432906","21594.7157429233","0.451958410951416","0.712451322179162",1,15,6,120
"ALFREDO VOLPI","16-04-19","Alfredo Volpi",272,"Female",39,"Fair","1 or 2 times a week","30 min to 1h","Home","15 to 30 min","Car/Taxi","4507060","Physical activity"," ","walk"," ","5.2","university degree","> 20 MW",1,0,1,0,"MORUMBI","11.6901095355401","51.8049991452547","0.22044415750423","2.41621253405995","0.541871249360914","3.07485339259568","0.0884475595162885","50.1698341794073","20.0679336717629","0.430493107376172","0.154822896900696","5.79517329032354","0.164259753387393","0.0334695466043977","0.395631067961165",675,270,6,31,"94.0405669562891","33.3722304393391","0.994409536982151","94.0405669562891","0.0316425120772947",449,1,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,136197,"BUTANTA","Urbano","0.09","0.08","0.23","0.04","0.07","1.09","0.37","0.28","0.31","0.97","0.73","0.42",26,"136204.483","13.9869201453721","1875453.6713424","7462.52881406248","9.51853165058989","2381.289",54,"0.59241554643895","36.2626282448725","36.5091501734218","7.30696995545171","90.1332879250108","55.7719749432906","21594.7157429233","0.451958410951416","0.712451322179162",1,20,6,60
"ALFREDO VOLPI","16-04-19","Alfredo Volpi",273,"Male",37,"Excellent","Every day","1 to 2h","Work","Around 5 min","Foot","Bela vista","Seek a calm and tranquil place"," ","cellphone use"," ","4.86666666666667","secondary school","< 2 MW",0,1,0,0,"MORUMBI","11.6901095355401","51.8049991452547","0.22044415750423","2.41621253405995","0.541871249360914","3.07485339259568","0.0884475595162885","50.1698341794073","20.0679336717629","0.430493107376172","0.154822896900696","5.79517329032354","0.164259753387393","0.0334695466043977","0.395631067961165",675,270,6,31,"94.0405669562891","33.3722304393391","0.994409536982151","94.0405669562891","0.0316425120772947",449,1,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,136197,"BUTANTA","Urbano","0.09","0.08","0.23","0.04","0.07","1.09","0.37","0.28","0.31","0.97","0.73","0.42",26,"136204.483","13.9869201453721","1875453.6713424","7462.52881406248","9.51853165058989","2381.289",54,"0.59241554643895","36.2626282448725","36.5091501734218","7.30696995545171","90.1332879250108","55.7719749432906","21594.7157429233","0.451958410951416","0.712451322179162",1,2,30,120
"ALFREDO VOLPI","16-04-19","Alfredo Volpi",274,"Male",56,"Good","1 or 2 times a week","1 to 2h","Home","5 to 15 min","Car/Taxi","5615020","Get closer to animals and nature"," ","walk"," ","6","university degree","10 to 20 MW",1,0,1,0,"MORUMBI","11.6901095355401","51.8049991452547","0.22044415750423","2.41621253405995","0.541871249360914","3.07485339259568","0.0884475595162885","50.1698341794073","20.0679336717629","0.430493107376172","0.154822896900696","5.79517329032354","0.164259753387393","0.0334695466043977","0.395631067961165",675,270,6,31,"94.0405669562891","33.3722304393391","0.994409536982151","94.0405669562891","0.0316425120772947",449,1,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,136197,"BUTANTA","Urbano","0.09","0.08","0.23","0.04","0.07","1.09","0.37","0.28","0.31","0.97","0.73","0.42",26,"136204.483","13.9869201453721","1875453.6713424","7462.52881406248","9.51853165058989","2381.289",54,"0.59241554643895","36.2626282448725","36.5091501734218","7.30696995545171","90.1332879250108","55.7719749432906","21594.7157429233","0.451958410951416","0.712451322179162",1,15,6,120
"ALFREDO VOLPI","16-04-19","Alfredo Volpi",275,"Female",58,"Very good","1 or 2 times a week","1 to 2h","Home","5 to 15 min","Car/Taxi","5615020","Physical activity"," ","walk"," ","5.6","secondary school","10 to 20 MW",1,0,1,0,"MORUMBI","11.6901095355401","51.8049991452547","0.22044415750423","2.41621253405995","0.541871249360914","3.07485339259568","0.0884475595162885","50.1698341794073","20.0679336717629","0.430493107376172","0.154822896900696","5.79517329032354","0.164259753387393","0.0334695466043977","0.395631067961165",675,270,6,31,"94.0405669562891","33.3722304393391","0.994409536982151","94.0405669562891","0.0316425120772947",449,1,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,136197,"BUTANTA","Urbano","0.09","0.08","0.23","0.04","0.07","1.09","0.37","0.28","0.31","0.97","0.73","0.42",26,"136204.483","13.9869201453721","1875453.6713424","7462.52881406248","9.51853165058989","2381.289",54,"0.59241554643895","36.2626282448725","36.5091501734218","7.30696995545171","90.1332879250108","55.7719749432906","21594.7157429233","0.451958410951416","0.712451322179162",1,15,6,120
"ALFREDO VOLPI","16-04-19","Alfredo Volpi",276,"Male",34,"Fair","Every day",">3h","Home","15 to 30 min","Bike/skate/other","6243100","Seek a calm and tranquil place"," ","sit"," ","4","primary school","< 2 MW",0,1,0,1,"MORUMBI","11.6901095355401","51.8049991452547","0.22044415750423","2.41621253405995","0.541871249360914","3.07485339259568","0.0884475595162885","50.1698341794073","20.0679336717629","0.430493107376172","0.154822896900696","5.79517329032354","0.164259753387393","0.0334695466043977","0.395631067961165",675,270,6,31,"94.0405669562891","33.3722304393391","0.994409536982151","94.0405669562891","0.0316425120772947",449,1,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,136197,"BUTANTA","Urbano","0.09","0.08","0.23","0.04","0.07","1.09","0.37","0.28","0.31","0.97","0.73","0.42",26,"136204.483","13.9869201453721","1875453.6713424","7462.52881406248","9.51853165058989","2381.289",54,"0.59241554643895","36.2626282448725","36.5091501734218","7.30696995545171","90.1332879250108","55.7719749432906","21594.7157429233","0.451958410951416","0.712451322179162",1,2,30,180
"ALFREDO VOLPI","16-04-19","Alfredo Volpi",277,"Male",44,"Good","1 or 2 times a week","1 to 2h","Work","15 to 30 min","Foot","9890300","Seek a calm and tranquil place"," ","cellphone use"," ","4.33333333333333","secondary school"," ",0,1,0,0,"MORUMBI","11.6901095355401","51.8049991452547","0.22044415750423","2.41621253405995","0.541871249360914","3.07485339259568","0.0884475595162885","50.1698341794073","20.0679336717629","0.430493107376172","0.154822896900696","5.79517329032354","0.164259753387393","0.0334695466043977","0.395631067961165",675,270,6,31,"94.0405669562891","33.3722304393391","0.994409536982151","94.0405669562891","0.0316425120772947",449,1,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,136197,"BUTANTA","Urbano","0.09","0.08","0.23","0.04","0.07","1.09","0.37","0.28","0.31","0.97","0.73","0.42",26,"136204.483","13.9869201453721","1875453.6713424","7462.52881406248","9.51853165058989","2381.289",54,"0.59241554643895","36.2626282448725","36.5091501734218","7.30696995545171","90.1332879250108","55.7719749432906","21594.7157429233","0.451958410951416","0.712451322179162",1,NA,6,120
"ALFREDO VOLPI","16-04-19","Alfredo Volpi",278,"Male",78,"Very good","3 to 6 times a week","1 to 2h","Home","5 to 15 min","Car/Taxi","5652010","Health"," ","gym"," ","4.8","university degree","10 to 20 MW",0,1,1,0,"MORUMBI","11.6901095355401","51.8049991452547","0.22044415750423","2.41621253405995","0.541871249360914","3.07485339259568","0.0884475595162885","50.1698341794073","20.0679336717629","0.430493107376172","0.154822896900696","5.79517329032354","0.164259753387393","0.0334695466043977","0.395631067961165",675,270,6,31,"94.0405669562891","33.3722304393391","0.994409536982151","94.0405669562891","0.0316425120772947",449,1,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,136197,"BUTANTA","Urbano","0.09","0.08","0.23","0.04","0.07","1.09","0.37","0.28","0.31","0.97","0.73","0.42",26,"136204.483","13.9869201453721","1875453.6713424","7462.52881406248","9.51853165058989","2381.289",54,"0.59241554643895","36.2626282448725","36.5091501734218","7.30696995545171","90.1332879250108","55.7719749432906","21594.7157429233","0.451958410951416","0.712451322179162",1,15,18,120
"ALFREDO VOLPI","16-04-19","Alfredo Volpi",279,"Male",28,"Fair","3 to 6 times a week","1 to 2h","Work","15 to 30 min","Car/Taxi","Jrdim record","Seek a calm and tranquil place"," ","snack/picnic"," ","5.13333333333333","secondary school","2 to 4 MW",0,1,1,0,"MORUMBI","11.6901095355401","51.8049991452547","0.22044415750423","2.41621253405995","0.541871249360914","3.07485339259568","0.0884475595162885","50.1698341794073","20.0679336717629","0.430493107376172","0.154822896900696","5.79517329032354","0.164259753387393","0.0334695466043977","0.395631067961165",675,270,6,31,"94.0405669562891","33.3722304393391","0.994409536982151","94.0405669562891","0.0316425120772947",449,1,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,136197,"BUTANTA","Urbano","0.09","0.08","0.23","0.04","0.07","1.09","0.37","0.28","0.31","0.97","0.73","0.42",26,"136204.483","13.9869201453721","1875453.6713424","7462.52881406248","9.51853165058989","2381.289",54,"0.59241554643895","36.2626282448725","36.5091501734218","7.30696995545171","90.1332879250108","55.7719749432906","21594.7157429233","0.451958410951416","0.712451322179162",1,3,18,120
"ALFREDO VOLPI","16-04-19","Alfredo Volpi",280,"Male",47,"Excellent","3 to 6 times a week",">3h","Work","1 to 1h 30 min","Foot","Itaquera","Get closer to animals and nature"," ","run"," ","5.73333333333333","university degree","2 to 4 MW",1,0,1,0,"MORUMBI","11.6901095355401","51.8049991452547","0.22044415750423","2.41621253405995","0.541871249360914","3.07485339259568","0.0884475595162885","50.1698341794073","20.0679336717629","0.430493107376172","0.154822896900696","5.79517329032354","0.164259753387393","0.0334695466043977","0.395631067961165",675,270,6,31,"94.0405669562891","33.3722304393391","0.994409536982151","94.0405669562891","0.0316425120772947",449,1,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,136197,"BUTANTA","Urbano","0.09","0.08","0.23","0.04","0.07","1.09","0.37","0.28","0.31","0.97","0.73","0.42",26,"136204.483","13.9869201453721","1875453.6713424","7462.52881406248","9.51853165058989","2381.289",54,"0.59241554643895","36.2626282448725","36.5091501734218","7.30696995545171","90.1332879250108","55.7719749432906","21594.7157429233","0.451958410951416","0.712451322179162",1,3,18,180
"ALFREDO VOLPI","16-04-19","Alfredo Volpi",281,"Male",38,"Very good","Once a month","2 to 3h","Home","5 to 15 min","Car/Taxi","05519-120","Get closer to animals and nature"," ","walk"," ","3.6","secondary school","10 to 20 MW",1,0,1,0,"MORUMBI","11.6901095355401","51.8049991452547","0.22044415750423","2.41621253405995","0.541871249360914","3.07485339259568","0.0884475595162885","50.1698341794073","20.0679336717629","0.430493107376172","0.154822896900696","5.79517329032354","0.164259753387393","0.0334695466043977","0.395631067961165",675,270,6,31,"94.0405669562891","33.3722304393391","0.994409536982151","94.0405669562891","0.0316425120772947",449,1,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,136197,"BUTANTA","Urbano","0.09","0.08","0.23","0.04","0.07","1.09","0.37","0.28","0.31","0.97","0.73","0.42",26,"136204.483","13.9869201453721","1875453.6713424","7462.52881406248","9.51853165058989","2381.289",54,"0.59241554643895","36.2626282448725","36.5091501734218","7.30696995545171","90.1332879250108","55.7719749432906","21594.7157429233","0.451958410951416","0.712451322179162",1,15,1,150
"ALFREDO VOLPI","16-04-19","Alfredo Volpi",282,"Female",64,"Good","1 or 2 times a year","2 to 3h","Home","15 to 30 min","Car/Taxi","6763020","Reflect about life"," ","walk"," ","4.73333333333333","secondary school","< 2 MW",0,1,1,0,"MORUMBI","11.6901095355401","51.8049991452547","0.22044415750423","2.41621253405995","0.541871249360914","3.07485339259568","0.0884475595162885","50.1698341794073","20.0679336717629","0.430493107376172","0.154822896900696","5.79517329032354","0.164259753387393","0.0334695466043977","0.395631067961165",675,270,6,31,"94.0405669562891","33.3722304393391","0.994409536982151","94.0405669562891","0.0316425120772947",449,1,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,136197,"BUTANTA","Urbano","0.09","0.08","0.23","0.04","0.07","1.09","0.37","0.28","0.31","0.97","0.73","0.42",26,"136204.483","13.9869201453721","1875453.6713424","7462.52881406248","9.51853165058989","2381.289",54,"0.59241554643895","36.2626282448725","36.5091501734218","7.30696995545171","90.1332879250108","55.7719749432906","21594.7157429233","0.451958410951416","0.712451322179162",1,2,0.125,150
"ALFREDO VOLPI","16-04-19","Alfredo Volpi",283,"Female",43,"Good","3 to 6 times a week","15 to 30 min","Work","5 to 15 min","Foot","Santo amaro","Contemplate nature"," ","sit"," ","4.86666666666667","university degree","< 2 MW",1,0,0,1,"MORUMBI","11.6901095355401","51.8049991452547","0.22044415750423","2.41621253405995","0.541871249360914","3.07485339259568","0.0884475595162885","50.1698341794073","20.0679336717629","0.430493107376172","0.154822896900696","5.79517329032354","0.164259753387393","0.0334695466043977","0.395631067961165",675,270,6,31,"94.0405669562891","33.3722304393391","0.994409536982151","94.0405669562891","0.0316425120772947",449,1,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,136197,"BUTANTA","Urbano","0.09","0.08","0.23","0.04","0.07","1.09","0.37","0.28","0.31","0.97","0.73","0.42",26,"136204.483","13.9869201453721","1875453.6713424","7462.52881406248","9.51853165058989","2381.289",54,"0.59241554643895","36.2626282448725","36.5091501734218","7.30696995545171","90.1332879250108","55.7719749432906","21594.7157429233","0.451958410951416","0.712451322179162",1,2,18,30
"ALFREDO VOLPI","16-04-19","Alfredo Volpi",284,"Male",44,"Good","3 to 6 times a week","15 to 30 min","Work","5 to 15 min","Foot","4859226","Relax (mental)"," ","read/write"," ","5.86666666666667","secondary school","< 2 MW",0,1,0,1,"MORUMBI","11.6901095355401","51.8049991452547","0.22044415750423","2.41621253405995","0.541871249360914","3.07485339259568","0.0884475595162885","50.1698341794073","20.0679336717629","0.430493107376172","0.154822896900696","5.79517329032354","0.164259753387393","0.0334695466043977","0.395631067961165",675,270,6,31,"94.0405669562891","33.3722304393391","0.994409536982151","94.0405669562891","0.0316425120772947",449,1,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,136197,"BUTANTA","Urbano","0.09","0.08","0.23","0.04","0.07","1.09","0.37","0.28","0.31","0.97","0.73","0.42",26,"136204.483","13.9869201453721","1875453.6713424","7462.52881406248","9.51853165058989","2381.289",54,"0.59241554643895","36.2626282448725","36.5091501734218","7.30696995545171","90.1332879250108","55.7719749432906","21594.7157429233","0.451958410951416","0.712451322179162",1,2,18,30
"ALFREDO VOLPI","16-04-19","Alfredo Volpi",285,"Male",39,"Good","3 to 6 times a week","1 to 2h","Work","15 to 30 min","Car/Taxi","06765-410","Get closer to animals and nature"," ","listen to music"," ","4.46666666666667","primary school incompleted","2 to 4 MW",1,0,0,1,"MORUMBI","11.6901095355401","51.8049991452547","0.22044415750423","2.41621253405995","0.541871249360914","3.07485339259568","0.0884475595162885","50.1698341794073","20.0679336717629","0.430493107376172","0.154822896900696","5.79517329032354","0.164259753387393","0.0334695466043977","0.395631067961165",675,270,6,31,"94.0405669562891","33.3722304393391","0.994409536982151","94.0405669562891","0.0316425120772947",449,1,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,136197,"BUTANTA","Urbano","0.09","0.08","0.23","0.04","0.07","1.09","0.37","0.28","0.31","0.97","0.73","0.42",26,"136204.483","13.9869201453721","1875453.6713424","7462.52881406248","9.51853165058989","2381.289",54,"0.59241554643895","36.2626282448725","36.5091501734218","7.30696995545171","90.1332879250108","55.7719749432906","21594.7157429233","0.451958410951416","0.712451322179162",1,3,18,120
"ALFREDO VOLPI","27-04-19","Alfredo Volpi",470,"Male",20,"Very good","Never/First time",">3h","Home","15 to 30 min","Car/Taxi","4648074","Event/specific activity"," ","read/write"," ","3.93333333333333","secondary school","10 to 20 MW",1,0,0,1,"MORUMBI","11.6901095355401","51.8049991452547","0.22044415750423","2.41621253405995","0.541871249360914","3.07485339259568","0.0884475595162885","50.1698341794073","20.0679336717629","0.430493107376172","0.154822896900696","5.79517329032354","0.164259753387393","0.0334695466043977","0.395631067961165",675,270,6,31,"94.0405669562891","33.3722304393391","0.994409536982151","94.0405669562891","0.0316425120772947",449,1,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,136197,"BUTANTA","Urbano","0.09","0.08","0.23","0.04","0.07","1.09","0.37","0.28","0.31","0.97","0.73","0.42",26,"136204.483","13.9869201453721","1875453.6713424","7462.52881406248","9.51853165058989","2381.289",54,"0.59241554643895","36.2626282448725","36.5091501734218","7.30696995545171","90.1332879250108","55.7719749432906","21594.7157429233","0.451958410951416","0.712451322179162",1,15,0.01,180
"ALFREDO VOLPI","27-04-19","Alfredo Volpi",471,"Female",48,"Good","1 or 2 times a week","2 to 3h","Home","15 to 30 min","Car/Taxi","01527-000","Physical activity"," ","run"," ","4.26666666666667","university degree","> 20 MW",1,0,1,0,"MORUMBI","11.6901095355401","51.8049991452547","0.22044415750423","2.41621253405995","0.541871249360914","3.07485339259568","0.0884475595162885","50.1698341794073","20.0679336717629","0.430493107376172","0.154822896900696","5.79517329032354","0.164259753387393","0.0334695466043977","0.395631067961165",675,270,6,31,"94.0405669562891","33.3722304393391","0.994409536982151","94.0405669562891","0.0316425120772947",449,1,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,136197,"BUTANTA","Urbano","0.09","0.08","0.23","0.04","0.07","1.09","0.37","0.28","0.31","0.97","0.73","0.42",26,"136204.483","13.9869201453721","1875453.6713424","7462.52881406248","9.51853165058989","2381.289",54,"0.59241554643895","36.2626282448725","36.5091501734218","7.30696995545171","90.1332879250108","55.7719749432906","21594.7157429233","0.451958410951416","0.712451322179162",1,20,6,150
"ALFREDO VOLPI","27-04-19","Alfredo Volpi",472,"Male",40,"Very good","Never/First time","2 to 3h","Home","30 min to 1h","Car/Taxi","4921100","Stroll with child/elderly"," ","play with child"," ","5.06666666666667","university degree","4 to 10 MW",1,0,1,0,"MORUMBI","11.6901095355401","51.8049991452547","0.22044415750423","2.41621253405995","0.541871249360914","3.07485339259568","0.0884475595162885","50.1698341794073","20.0679336717629","0.430493107376172","0.154822896900696","5.79517329032354","0.164259753387393","0.0334695466043977","0.395631067961165",675,270,6,31,"94.0405669562891","33.3722304393391","0.994409536982151","94.0405669562891","0.0316425120772947",449,1,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,136197,"BUTANTA","Urbano","0.09","0.08","0.23","0.04","0.07","1.09","0.37","0.28","0.31","0.97","0.73","0.42",26,"136204.483","13.9869201453721","1875453.6713424","7462.52881406248","9.51853165058989","2381.289",54,"0.59241554643895","36.2626282448725","36.5091501734218","7.30696995545171","90.1332879250108","55.7719749432906","21594.7157429233","0.451958410951416","0.712451322179162",1,7,0.01,150
"ALFREDO VOLPI","27-04-19","Alfredo Volpi",473,"Male",50,"Very good","1 or 2 times a year",">3h","Home","15 to 30 min","Car/Taxi","04648-074","Seek a calm and tranquil place"," ","chat/socialize"," ","4.73333333333333","secondary school","10 to 20 MW",0,1,1,0,"MORUMBI","11.6901095355401","51.8049991452547","0.22044415750423","2.41621253405995","0.541871249360914","3.07485339259568","0.0884475595162885","50.1698341794073","20.0679336717629","0.430493107376172","0.154822896900696","5.79517329032354","0.164259753387393","0.0334695466043977","0.395631067961165",675,270,6,31,"94.0405669562891","33.3722304393391","0.994409536982151","94.0405669562891","0.0316425120772947",449,1,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,136197,"BUTANTA","Urbano","0.09","0.08","0.23","0.04","0.07","1.09","0.37","0.28","0.31","0.97","0.73","0.42",26,"136204.483","13.9869201453721","1875453.6713424","7462.52881406248","9.51853165058989","2381.289",54,"0.59241554643895","36.2626282448725","36.5091501734218","7.30696995545171","90.1332879250108","55.7719749432906","21594.7157429233","0.451958410951416","0.712451322179162",1,15,0.125,180
"ALFREDO VOLPI","27-04-19","Alfredo Volpi",474,"Female",35,"Excellent","Never/First time","1 to 2h","Home","15 to 30 min","Car/Taxi","Jardim Petr�polis","Stroll with child/elderly"," ","play with child"," ","4.46666666666667","university degree","4 to 10 MW",1,0,1,0,"MORUMBI","11.6901095355401","51.8049991452547","0.22044415750423","2.41621253405995","0.541871249360914","3.07485339259568","0.0884475595162885","50.1698341794073","20.0679336717629","0.430493107376172","0.154822896900696","5.79517329032354","0.164259753387393","0.0334695466043977","0.395631067961165",675,270,6,31,"94.0405669562891","33.3722304393391","0.994409536982151","94.0405669562891","0.0316425120772947",449,1,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,136197,"BUTANTA","Urbano","0.09","0.08","0.23","0.04","0.07","1.09","0.37","0.28","0.31","0.97","0.73","0.42",26,"136204.483","13.9869201453721","1875453.6713424","7462.52881406248","9.51853165058989","2381.289",54,"0.59241554643895","36.2626282448725","36.5091501734218","7.30696995545171","90.1332879250108","55.7719749432906","21594.7157429233","0.451958410951416","0.712451322179162",1,7,0.01,120
"ALFREDO VOLPI","27-04-19","Alfredo Volpi",475,"Female",42,"Very good","1 or 2 times a year","2 to 3h","Home","15 to 30 min","Car/Taxi","06028-010","Stroll with child/elderly"," ","play with child"," ","4.93333333333333","university degree","10 to 20 MW",1,0,1,0,"MORUMBI","11.6901095355401","51.8049991452547","0.22044415750423","2.41621253405995","0.541871249360914","3.07485339259568","0.0884475595162885","50.1698341794073","20.0679336717629","0.430493107376172","0.154822896900696","5.79517329032354","0.164259753387393","0.0334695466043977","0.395631067961165",675,270,6,31,"94.0405669562891","33.3722304393391","0.994409536982151","94.0405669562891","0.0316425120772947",449,1,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,136197,"BUTANTA","Urbano","0.09","0.08","0.23","0.04","0.07","1.09","0.37","0.28","0.31","0.97","0.73","0.42",26,"136204.483","13.9869201453721","1875453.6713424","7462.52881406248","9.51853165058989","2381.289",54,"0.59241554643895","36.2626282448725","36.5091501734218","7.30696995545171","90.1332879250108","55.7719749432906","21594.7157429233","0.451958410951416","0.712451322179162",1,15,0.125,150
