"pq_nome","date","place","id","female","age","general","frequency","duration","origin","commute","means","home","motivation","other_motiv","activity","other_activ","prs_score","education","income","mot_active","mot_personal","act_active","act_personal","district","shannon_index","total_edge","contig","lsi","circle","X4_lpi_0m","X6_lpi_0m","X4_ed_0m","X6_ed_0m","X4_contig_mn_0m","X6_contig_mn_0m","X4_pland_0m","X6_pland_0m","X4_nlsi_0m","X6_nlsi_0m","X4_te_0m","X6_te_0m","X4_np_0m","X6_np_0m","X1_lpi_0m","X1_ed_0m","X1_contig_mn_0m","X1_pland_0m","X1_nlsi_0m","X1_te_0m","X1_np_0m","X2_lpi_0m","X5_lpi_0m","X2_ed_0m","X5_ed_0m","X2_contig_mn_0m","X5_contig_mn_0m","X2_pland_0m","X5_pland_0m","X2_nlsi_0m","X5_nlsi_0m","X2_te_0m","X5_te_0m","X2_np_0m","X5_np_0m","pq_area","pq_PrefReg","Categoria","Mobilidade","Acessibili","Equip_cria","Equip_espo","Sinalizaca","Nota_Infra","Manejo_Con","Residuos_s","Ambientes_","Nota_manej","Nota_segur","Nota_gesta","ID","area","altmean","vol_asum","vol_bsum","alt_bmean","area_agua","ds_codigo","Media_GeoSES","Media_educacao","Media_mobilidade","Media_pobreza","Media_privacao_material","Media_riqueza","Media_renda","Media_segregacao","contig_mn_tree","presence_agua","income_p","frequency_p","duration_p"
"BENEMERITO JOSE BRAS","28-04-19","Benemerito J. Bras",506,"Male",37,"Good","3 to 6 times a week","1 to 2h","Home","5 to 15 min","Foot","3101001","Physical activity"," ","run"," ","2","secondary school","2 to 4 MW",1,0,1,0,"BRAS","9.5352282576165","1288.51739038039","0.499162973165858","10.1617647058824","0.545030857657041","10.0587943614082","18.0279096125239","1288.51739038039","1288.51739038039","0.636900071654841","0.398811658552456","48.1192888007367","51.8807111992633","0.103941584084643","0.116658139024925",1819,1819,51,70,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,22233,"MOOCA","Urbano","0.08","0.04","0.29","0.08","0.05","1.16","0.33","0.21","0","0.55","0.81","0.48",76,"22235.88","6.82330557477852","48989.6282005161","5361.83874320984","4.03449115365676","0",10,"-0.114836872507915","10.9970336009603","45.1193571933151","7.92826588038069","79.7104721923236","4.19987312035109","3355.53981454526","0.016816967765964","0.636900071654841",0,3,18,120
"BENEMERITO JOSE BRAS","28-04-19","Benemerito J. Bras",507,"Male",59,"Good","3 to 6 times a week","30 min to 1h","Home","Around 5 min","Foot","Bras","Physical activity"," ","walk"," ","4.13333333333333","university degree","10 to 20 MW",1,0,1,0,"BRAS","9.5352282576165","1288.51739038039","0.499162973165858","10.1617647058824","0.545030857657041","10.0587943614082","18.0279096125239","1288.51739038039","1288.51739038039","0.636900071654841","0.398811658552456","48.1192888007367","51.8807111992633","0.103941584084643","0.116658139024925",1819,1819,51,70,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,22233,"MOOCA","Urbano","0.08","0.04","0.29","0.08","0.05","1.16","0.33","0.21","0","0.55","0.81","0.48",76,"22235.88","6.82330557477852","48989.6282005161","5361.83874320984","4.03449115365676","0",10,"-0.114836872507915","10.9970336009603","45.1193571933151","7.92826588038069","79.7104721923236","4.19987312035109","3355.53981454526","0.016816967765964","0.636900071654841",0,15,18,60
"BENEMERITO JOSE BRAS","28-04-19","Benemerito J. Bras",508,"Male",53,"Fair","1 or 2 times a week",">3h","Other origin","5 to 15 min","Foot","Bras","Other motivation","Mirador deabrigo","walk"," ","2.06666666666667","primary school incompleted","< 2 MW",0,0,1,0,"BRAS","9.5352282576165","1288.51739038039","0.499162973165858","10.1617647058824","0.545030857657041","10.0587943614082","18.0279096125239","1288.51739038039","1288.51739038039","0.636900071654841","0.398811658552456","48.1192888007367","51.8807111992633","0.103941584084643","0.116658139024925",1819,1819,51,70,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,22233,"MOOCA","Urbano","0.08","0.04","0.29","0.08","0.05","1.16","0.33","0.21","0","0.55","0.81","0.48",76,"22235.88","6.82330557477852","48989.6282005161","5361.83874320984","4.03449115365676","0",10,"-0.114836872507915","10.9970336009603","45.1193571933151","7.92826588038069","79.7104721923236","4.19987312035109","3355.53981454526","0.016816967765964","0.636900071654841",0,2,6,180
"BENEMERITO JOSE BRAS","28-04-19","Benemerito J. Bras",509,"Male",40,"Good","1 or 2 times a week","2 to 3h","Home","Around 5 min","Foot","Bras","Stroll with child/elderly"," ","play with child"," ","3.66666666666667","secondary school","2 to 4 MW",1,0,1,0,"BRAS","9.5352282576165","1288.51739038039","0.499162973165858","10.1617647058824","0.545030857657041","10.0587943614082","18.0279096125239","1288.51739038039","1288.51739038039","0.636900071654841","0.398811658552456","48.1192888007367","51.8807111992633","0.103941584084643","0.116658139024925",1819,1819,51,70,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,22233,"MOOCA","Urbano","0.08","0.04","0.29","0.08","0.05","1.16","0.33","0.21","0","0.55","0.81","0.48",76,"22235.88","6.82330557477852","48989.6282005161","5361.83874320984","4.03449115365676","0",10,"-0.114836872507915","10.9970336009603","45.1193571933151","7.92826588038069","79.7104721923236","4.19987312035109","3355.53981454526","0.016816967765964","0.636900071654841",0,3,6,150
"BENEMERITO JOSE BRAS","28-04-19","Benemerito J. Bras",510,"Male",71,"Good","1 or 2 times a week","30 min to 1h","Home","Around 5 min","Foot","3042001","Contemplate nature"," ","walk"," ","4.46666666666667","university degree","< 2 MW",1,0,1,0,"BRAS","9.5352282576165","1288.51739038039","0.499162973165858","10.1617647058824","0.545030857657041","10.0587943614082","18.0279096125239","1288.51739038039","1288.51739038039","0.636900071654841","0.398811658552456","48.1192888007367","51.8807111992633","0.103941584084643","0.116658139024925",1819,1819,51,70,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,22233,"MOOCA","Urbano","0.08","0.04","0.29","0.08","0.05","1.16","0.33","0.21","0","0.55","0.81","0.48",76,"22235.88","6.82330557477852","48989.6282005161","5361.83874320984","4.03449115365676","0",10,"-0.114836872507915","10.9970336009603","45.1193571933151","7.92826588038069","79.7104721923236","4.19987312035109","3355.53981454526","0.016816967765964","0.636900071654841",0,2,6,60
"BENEMERITO JOSE BRAS","28-04-19","Benemerito J. Bras",511,"Male",48,"Very good","Never/First time","30 min to 1h","Home","5 to 15 min","Bike/skate/other","3125080","Physical activity"," ","walk"," ","3.06666666666667","university degree","4 to 10 MW",1,0,1,0,"BRAS","9.5352282576165","1288.51739038039","0.499162973165858","10.1617647058824","0.545030857657041","10.0587943614082","18.0279096125239","1288.51739038039","1288.51739038039","0.636900071654841","0.398811658552456","48.1192888007367","51.8807111992633","0.103941584084643","0.116658139024925",1819,1819,51,70,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,22233,"MOOCA","Urbano","0.08","0.04","0.29","0.08","0.05","1.16","0.33","0.21","0","0.55","0.81","0.48",76,"22235.88","6.82330557477852","48989.6282005161","5361.83874320984","4.03449115365676","0",10,"-0.114836872507915","10.9970336009603","45.1193571933151","7.92826588038069","79.7104721923236","4.19987312035109","3355.53981454526","0.016816967765964","0.636900071654841",0,7,0.01,60
"BENEMERITO JOSE BRAS","28-04-19","Benemerito J. Bras",512,"Male",54,"Good","Every day","1 to 2h","Home","Around 5 min","Foot","3008030","Physical activity"," ","walk"," ","2.6","university degree","2 to 4 MW",1,0,1,0,"BRAS","9.5352282576165","1288.51739038039","0.499162973165858","10.1617647058824","0.545030857657041","10.0587943614082","18.0279096125239","1288.51739038039","1288.51739038039","0.636900071654841","0.398811658552456","48.1192888007367","51.8807111992633","0.103941584084643","0.116658139024925",1819,1819,51,70,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,22233,"MOOCA","Urbano","0.08","0.04","0.29","0.08","0.05","1.16","0.33","0.21","0","0.55","0.81","0.48",76,"22235.88","6.82330557477852","48989.6282005161","5361.83874320984","4.03449115365676","0",10,"-0.114836872507915","10.9970336009603","45.1193571933151","7.92826588038069","79.7104721923236","4.19987312035109","3355.53981454526","0.016816967765964","0.636900071654841",0,3,30,120
"BENEMERITO JOSE BRAS","28-04-19","Benemerito J. Bras",513,"Female",36,"Poor","1 or 2 times a week","30 min to 1h","Home","Around 5 min","Foot","Bras","Dog/pet walking"," ","play with pet"," ","4.93333333333333","secondary school","4 to 10 MW",1,0,1,0,"BRAS","9.5352282576165","1288.51739038039","0.499162973165858","10.1617647058824","0.545030857657041","10.0587943614082","18.0279096125239","1288.51739038039","1288.51739038039","0.636900071654841","0.398811658552456","48.1192888007367","51.8807111992633","0.103941584084643","0.116658139024925",1819,1819,51,70,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,22233,"MOOCA","Urbano","0.08","0.04","0.29","0.08","0.05","1.16","0.33","0.21","0","0.55","0.81","0.48",76,"22235.88","6.82330557477852","48989.6282005161","5361.83874320984","4.03449115365676","0",10,"-0.114836872507915","10.9970336009603","45.1193571933151","7.92826588038069","79.7104721923236","4.19987312035109","3355.53981454526","0.016816967765964","0.636900071654841",0,7,6,60
"BENEMERITO JOSE BRAS","28-04-19","Benemerito J. Bras",514,"Female",36,"Excellent","1 or 2 times a week","30 min to 1h","Home","Around 5 min","Foot","3043020","Stroll with child/elderly"," ","play with child"," ","3.06666666666667","university degree","4 to 10 MW",1,0,1,0,"BRAS","9.5352282576165","1288.51739038039","0.499162973165858","10.1617647058824","0.545030857657041","10.0587943614082","18.0279096125239","1288.51739038039","1288.51739038039","0.636900071654841","0.398811658552456","48.1192888007367","51.8807111992633","0.103941584084643","0.116658139024925",1819,1819,51,70,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,22233,"MOOCA","Urbano","0.08","0.04","0.29","0.08","0.05","1.16","0.33","0.21","0","0.55","0.81","0.48",76,"22235.88","6.82330557477852","48989.6282005161","5361.83874320984","4.03449115365676","0",10,"-0.114836872507915","10.9970336009603","45.1193571933151","7.92826588038069","79.7104721923236","4.19987312035109","3355.53981454526","0.016816967765964","0.636900071654841",0,7,6,60
"BENEMERITO JOSE BRAS","28-04-19","Benemerito J. Bras",516,"Female",37,"Good","1 or 2 times a week","1 to 2h","Home","Around 5 min","Foot","3042000","Relax (mental)"," ","sunbathe"," ","3","secondary school","2 to 4 MW",0,1,0,1,"BRAS","9.5352282576165","1288.51739038039","0.499162973165858","10.1617647058824","0.545030857657041","10.0587943614082","18.0279096125239","1288.51739038039","1288.51739038039","0.636900071654841","0.398811658552456","48.1192888007367","51.8807111992633","0.103941584084643","0.116658139024925",1819,1819,51,70,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,22233,"MOOCA","Urbano","0.08","0.04","0.29","0.08","0.05","1.16","0.33","0.21","0","0.55","0.81","0.48",76,"22235.88","6.82330557477852","48989.6282005161","5361.83874320984","4.03449115365676","0",10,"-0.114836872507915","10.9970336009603","45.1193571933151","7.92826588038069","79.7104721923236","4.19987312035109","3355.53981454526","0.016816967765964","0.636900071654841",0,3,6,120
"BENEMERITO JOSE BRAS","28-04-19","Benemerito J. Bras",518,"Female",31,"Fair","1 or 2 times a week","1 to 2h","Home","15 to 30 min","Foot","Mooca","Stroll with child/elderly"," ","sit"," ","4","secondary school","< 2 MW",1,0,0,1,"BRAS","9.5352282576165","1288.51739038039","0.499162973165858","10.1617647058824","0.545030857657041","10.0587943614082","18.0279096125239","1288.51739038039","1288.51739038039","0.636900071654841","0.398811658552456","48.1192888007367","51.8807111992633","0.103941584084643","0.116658139024925",1819,1819,51,70,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,22233,"MOOCA","Urbano","0.08","0.04","0.29","0.08","0.05","1.16","0.33","0.21","0","0.55","0.81","0.48",76,"22235.88","6.82330557477852","48989.6282005161","5361.83874320984","4.03449115365676","0",10,"-0.114836872507915","10.9970336009603","45.1193571933151","7.92826588038069","79.7104721923236","4.19987312035109","3355.53981454526","0.016816967765964","0.636900071654841",0,2,6,120
"BENEMERITO JOSE BRAS","28-04-19","Benemerito J. Bras",520,"Female",45,"Fair","Never/First time","30 min to 1h","Home","Around 5 min","Foot","3043020","Distraction/Observe other people"," ","walk"," ","2.06666666666667","secondary school","2 to 4 MW",1,0,1,0,"BRAS","9.5352282576165","1288.51739038039","0.499162973165858","10.1617647058824","0.545030857657041","10.0587943614082","18.0279096125239","1288.51739038039","1288.51739038039","0.636900071654841","0.398811658552456","48.1192888007367","51.8807111992633","0.103941584084643","0.116658139024925",1819,1819,51,70,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,22233,"MOOCA","Urbano","0.08","0.04","0.29","0.08","0.05","1.16","0.33","0.21","0","0.55","0.81","0.48",76,"22235.88","6.82330557477852","48989.6282005161","5361.83874320984","4.03449115365676","0",10,"-0.114836872507915","10.9970336009603","45.1193571933151","7.92826588038069","79.7104721923236","4.19987312035109","3355.53981454526","0.016816967765964","0.636900071654841",0,3,0.01,60
"BENEMERITO JOSE BRAS","28-04-19","Benemerito J. Bras",522,"Female",31,"Very good","1 or 2 times a week","15 to 30 min","Home","Around 5 min","Foot","3041000","Dog/pet walking"," ","walk"," ",".666666666666667","university degree","4 to 10 MW",1,0,1,0,"BRAS","9.5352282576165","1288.51739038039","0.499162973165858","10.1617647058824","0.545030857657041","10.0587943614082","18.0279096125239","1288.51739038039","1288.51739038039","0.636900071654841","0.398811658552456","48.1192888007367","51.8807111992633","0.103941584084643","0.116658139024925",1819,1819,51,70,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,22233,"MOOCA","Urbano","0.08","0.04","0.29","0.08","0.05","1.16","0.33","0.21","0","0.55","0.81","0.48",76,"22235.88","6.82330557477852","48989.6282005161","5361.83874320984","4.03449115365676","0",10,"-0.114836872507915","10.9970336009603","45.1193571933151","7.92826588038069","79.7104721923236","4.19987312035109","3355.53981454526","0.016816967765964","0.636900071654841",0,7,6,30
"BENEMERITO JOSE BRAS","28-04-19","Benemerito J. Bras",524,"Male",61,"Good","Every day","1 to 2h","Home","5 to 15 min","Foot","Bras","Dog/pet walking"," ","walk"," ","4.26666666666667","secondary school","< 2 MW",1,0,1,0,"BRAS","9.5352282576165","1288.51739038039","0.499162973165858","10.1617647058824","0.545030857657041","10.0587943614082","18.0279096125239","1288.51739038039","1288.51739038039","0.636900071654841","0.398811658552456","48.1192888007367","51.8807111992633","0.103941584084643","0.116658139024925",1819,1819,51,70,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,22233,"MOOCA","Urbano","0.08","0.04","0.29","0.08","0.05","1.16","0.33","0.21","0","0.55","0.81","0.48",76,"22235.88","6.82330557477852","48989.6282005161","5361.83874320984","4.03449115365676","0",10,"-0.114836872507915","10.9970336009603","45.1193571933151","7.92826588038069","79.7104721923236","4.19987312035109","3355.53981454526","0.016816967765964","0.636900071654841",0,2,30,120
"BENEMERITO JOSE BRAS","28-04-19","Benemerito J. Bras",525,"Male",22,"Good","3 to 6 times a week",">3h","Home","30 min to 1h","Foot","Belem","Physical activity"," ","team sports"," ","5.2","primary school","< 2 MW",1,0,1,0,"BRAS","9.5352282576165","1288.51739038039","0.499162973165858","10.1617647058824","0.545030857657041","10.0587943614082","18.0279096125239","1288.51739038039","1288.51739038039","0.636900071654841","0.398811658552456","48.1192888007367","51.8807111992633","0.103941584084643","0.116658139024925",1819,1819,51,70,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,22233,"MOOCA","Urbano","0.08","0.04","0.29","0.08","0.05","1.16","0.33","0.21","0","0.55","0.81","0.48",76,"22235.88","6.82330557477852","48989.6282005161","5361.83874320984","4.03449115365676","0",10,"-0.114836872507915","10.9970336009603","45.1193571933151","7.92826588038069","79.7104721923236","4.19987312035109","3355.53981454526","0.016816967765964","0.636900071654841",0,2,18,180
"BENEMERITO JOSE BRAS","28-04-19","Benemerito J. Bras",526,"Female",51,"Good","Every day",">3h","Other origin","15 to 30 min","Foot","Alcantara machado","Relax (mental)"," ","read/write"," ","4.93333333333333","primary school incompleted"," ",0,1,0,1,"BRAS","9.5352282576165","1288.51739038039","0.499162973165858","10.1617647058824","0.545030857657041","10.0587943614082","18.0279096125239","1288.51739038039","1288.51739038039","0.636900071654841","0.398811658552456","48.1192888007367","51.8807111992633","0.103941584084643","0.116658139024925",1819,1819,51,70,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,22233,"MOOCA","Urbano","0.08","0.04","0.29","0.08","0.05","1.16","0.33","0.21","0","0.55","0.81","0.48",76,"22235.88","6.82330557477852","48989.6282005161","5361.83874320984","4.03449115365676","0",10,"-0.114836872507915","10.9970336009603","45.1193571933151","7.92826588038069","79.7104721923236","4.19987312035109","3355.53981454526","0.016816967765964","0.636900071654841",0,NA,30,180
"BENEMERITO JOSE BRAS","28-04-19","Benemerito J. Bras",527,"Male",45,"Good","Every 2 or 3 months","1 to 2h","Home","Around 5 min","Foot","3041090","Stroll with child/elderly"," ","play with child"," ","1.73333333333333","primary school","4 to 10 MW",1,0,1,0,"BRAS","9.5352282576165","1288.51739038039","0.499162973165858","10.1617647058824","0.545030857657041","10.0587943614082","18.0279096125239","1288.51739038039","1288.51739038039","0.636900071654841","0.398811658552456","48.1192888007367","51.8807111992633","0.103941584084643","0.116658139024925",1819,1819,51,70,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,22233,"MOOCA","Urbano","0.08","0.04","0.29","0.08","0.05","1.16","0.33","0.21","0","0.55","0.81","0.48",76,"22235.88","6.82330557477852","48989.6282005161","5361.83874320984","4.03449115365676","0",10,"-0.114836872507915","10.9970336009603","45.1193571933151","7.92826588038069","79.7104721923236","4.19987312035109","3355.53981454526","0.016816967765964","0.636900071654841",0,7,0.4,120
"BENEMERITO JOSE BRAS","28-04-19","Benemerito J. Bras",528,"Male",53,"Good","1 or 2 times a week","15 to 30 min","Other origin","5 to 15 min","Foot","2807090","Contemplate nature"," ","walk"," ","3.06666666666667","secondary school","2 to 4 MW",1,0,1,0,"BRAS","9.5352282576165","1288.51739038039","0.499162973165858","10.1617647058824","0.545030857657041","10.0587943614082","18.0279096125239","1288.51739038039","1288.51739038039","0.636900071654841","0.398811658552456","48.1192888007367","51.8807111992633","0.103941584084643","0.116658139024925",1819,1819,51,70,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,22233,"MOOCA","Urbano","0.08","0.04","0.29","0.08","0.05","1.16","0.33","0.21","0","0.55","0.81","0.48",76,"22235.88","6.82330557477852","48989.6282005161","5361.83874320984","4.03449115365676","0",10,"-0.114836872507915","10.9970336009603","45.1193571933151","7.92826588038069","79.7104721923236","4.19987312035109","3355.53981454526","0.016816967765964","0.636900071654841",0,3,6,30
"BENEMERITO JOSE BRAS","28-04-19","Benemerito J. Bras",529,"Male",30,"Good","2 or 3 times a month","2 to 3h","Home","30 min to 1h","Foot","Belenzinho","Relax (mental)"," ","sit"," ","5.06666666666667","primary school incompleted","2 to 4 MW",0,1,0,1,"BRAS","9.5352282576165","1288.51739038039","0.499162973165858","10.1617647058824","0.545030857657041","10.0587943614082","18.0279096125239","1288.51739038039","1288.51739038039","0.636900071654841","0.398811658552456","48.1192888007367","51.8807111992633","0.103941584084643","0.116658139024925",1819,1819,51,70,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,22233,"MOOCA","Urbano","0.08","0.04","0.29","0.08","0.05","1.16","0.33","0.21","0","0.55","0.81","0.48",76,"22235.88","6.82330557477852","48989.6282005161","5361.83874320984","4.03449115365676","0",10,"-0.114836872507915","10.9970336009603","45.1193571933151","7.92826588038069","79.7104721923236","4.19987312035109","3355.53981454526","0.016816967765964","0.636900071654841",0,3,2.5,150
"BENEMERITO JOSE BRAS"," ","Benemerito J. Bras",530,"Female",37,"Good","1 or 2 times a week","1 to 2h","Home","5 to 15 min","Foot","Bras","Dog/pet walking"," ","play with pet"," ","4","university degree","2 to 4 MW",1,0,1,0,"BRAS","9.5352282576165","1288.51739038039","0.499162973165858","10.1617647058824","0.545030857657041","10.0587943614082","18.0279096125239","1288.51739038039","1288.51739038039","0.636900071654841","0.398811658552456","48.1192888007367","51.8807111992633","0.103941584084643","0.116658139024925",1819,1819,51,70,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,22233,"MOOCA","Urbano","0.08","0.04","0.29","0.08","0.05","1.16","0.33","0.21","0","0.55","0.81","0.48",76,"22235.88","6.82330557477852","48989.6282005161","5361.83874320984","4.03449115365676","0",10,"-0.114836872507915","10.9970336009603","45.1193571933151","7.92826588038069","79.7104721923236","4.19987312035109","3355.53981454526","0.016816967765964","0.636900071654841",0,3,6,120
"BENEMERITO JOSE BRAS","28-04-19","Benemerito J. Bras",531,"Female",34,"Poor","Once a month","1 to 2h","Home","Around 5 min","Foot","3043020","Stroll with child/elderly"," ","play with child"," ","2.86666666666667","university degree","4 to 10 MW",1,0,1,0,"BRAS","9.5352282576165","1288.51739038039","0.499162973165858","10.1617647058824","0.545030857657041","10.0587943614082","18.0279096125239","1288.51739038039","1288.51739038039","0.636900071654841","0.398811658552456","48.1192888007367","51.8807111992633","0.103941584084643","0.116658139024925",1819,1819,51,70,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,22233,"MOOCA","Urbano","0.08","0.04","0.29","0.08","0.05","1.16","0.33","0.21","0","0.55","0.81","0.48",76,"22235.88","6.82330557477852","48989.6282005161","5361.83874320984","4.03449115365676","0",10,"-0.114836872507915","10.9970336009603","45.1193571933151","7.92826588038069","79.7104721923236","4.19987312035109","3355.53981454526","0.016816967765964","0.636900071654841",0,7,1,120
"BENEMERITO JOSE BRAS","28-04-19","Benemerito J. Bras",532,"Male",43,"Fair","1 or 2 times a week",">3h","Home","5 to 15 min","Subway/train","3801420","Meet people (friends/relatives)"," ","chat/socialize"," ","4.2","primary school incompleted","< 2 MW",1,0,1,0,"BRAS","9.5352282576165","1288.51739038039","0.499162973165858","10.1617647058824","0.545030857657041","10.0587943614082","18.0279096125239","1288.51739038039","1288.51739038039","0.636900071654841","0.398811658552456","48.1192888007367","51.8807111992633","0.103941584084643","0.116658139024925",1819,1819,51,70,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,22233,"MOOCA","Urbano","0.08","0.04","0.29","0.08","0.05","1.16","0.33","0.21","0","0.55","0.81","0.48",76,"22235.88","6.82330557477852","48989.6282005161","5361.83874320984","4.03449115365676","0",10,"-0.114836872507915","10.9970336009603","45.1193571933151","7.92826588038069","79.7104721923236","4.19987312035109","3355.53981454526","0.016816967765964","0.636900071654841",0,2,6,180
"BENEMERITO JOSE BRAS","28-04-19","Benemerito J. Bras",533,"Female",26,"Fair","Never/First time",">3h","Home","30 min to 1h","Subway/train","3153110","Relax (mental)"," ","bike/skate"," ","4.33333333333333","university degree","2 to 4 MW",0,1,1,0,"BRAS","9.5352282576165","1288.51739038039","0.499162973165858","10.1617647058824","0.545030857657041","10.0587943614082","18.0279096125239","1288.51739038039","1288.51739038039","0.636900071654841","0.398811658552456","48.1192888007367","51.8807111992633","0.103941584084643","0.116658139024925",1819,1819,51,70,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,22233,"MOOCA","Urbano","0.08","0.04","0.29","0.08","0.05","1.16","0.33","0.21","0","0.55","0.81","0.48",76,"22235.88","6.82330557477852","48989.6282005161","5361.83874320984","4.03449115365676","0",10,"-0.114836872507915","10.9970336009603","45.1193571933151","7.92826588038069","79.7104721923236","4.19987312035109","3355.53981454526","0.016816967765964","0.636900071654841",0,3,0.01,180
"BENEMERITO JOSE BRAS","28-04-19","Benemerito J. Bras",534,"Female",30,"Fair","2 or 3 times a month","1 to 2h","Home","5 to 15 min","Foot","Bras","Stroll with child/elderly"," ","play with child"," ","2.66666666666667","secondary school","2 to 4 MW",1,0,1,0,"BRAS","9.5352282576165","1288.51739038039","0.499162973165858","10.1617647058824","0.545030857657041","10.0587943614082","18.0279096125239","1288.51739038039","1288.51739038039","0.636900071654841","0.398811658552456","48.1192888007367","51.8807111992633","0.103941584084643","0.116658139024925",1819,1819,51,70,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,22233,"MOOCA","Urbano","0.08","0.04","0.29","0.08","0.05","1.16","0.33","0.21","0","0.55","0.81","0.48",76,"22235.88","6.82330557477852","48989.6282005161","5361.83874320984","4.03449115365676","0",10,"-0.114836872507915","10.9970336009603","45.1193571933151","7.92826588038069","79.7104721923236","4.19987312035109","3355.53981454526","0.016816967765964","0.636900071654841",0,3,2.5,120
"BENEMERITO JOSE BRAS","28-04-19","Benemerito J. Bras",536,"Female",50,"Very good","Never/First time","2 to 3h","Home","5 to 15 min","Foot","Bras","Stroll with child/elderly"," ","sit"," ","4.06666666666667","primary school","< 2 MW",1,0,0,1,"BRAS","9.5352282576165","1288.51739038039","0.499162973165858","10.1617647058824","0.545030857657041","10.0587943614082","18.0279096125239","1288.51739038039","1288.51739038039","0.636900071654841","0.398811658552456","48.1192888007367","51.8807111992633","0.103941584084643","0.116658139024925",1819,1819,51,70,"0","0",NA,"0",NA,0,0,"0",0,"0",0,NA,NA,"0",0,NA,NA,0,0,0,0,22233,"MOOCA","Urbano","0.08","0.04","0.29","0.08","0.05","1.16","0.33","0.21","0","0.55","0.81","0.48",76,"22235.88","6.82330557477852","48989.6282005161","5361.83874320984","4.03449115365676","0",10,"-0.114836872507915","10.9970336009603","45.1193571933151","7.92826588038069","79.7104721923236","4.19987312035109","3355.53981454526","0.016816967765964","0.636900071654841",0,2,0.01,150
"CIDADE DE TORONTO","11-04-19","Cidade de Toronto",207,"Female",72,"Good","3 to 6 times a week","1 to 2h","Home","15 to 30 min","Car/Taxi","Jardim mutinga/pirituba","Physical activity"," ","walk"," ","5.33333333333333","primary school incompleted","2 to 4 MW",1,0,1,0,"SAO DOMINGOS","11.240998903085","557.820398640258","0.296326545481272","10.287610619469","0.532885211005069","32.6037054226615","5.06516476210785","525.582970610002","487.575419274721","0.581882848746791","0.217002160162981","66.7929403795738","14.2509501887834","0.0616903255533698","0.133819086547006",4190,3887,51,208,"0","0",NA,"0",NA,0,0,"15.4526410857867",0,"102.482407395793",0,"0.941693438702328",NA,"18.9561094316429",0,"0.0207151911401695",NA,817,0,3,0,130077,"PIRITUBA/JARAGUA","Urbano","0.06","0.04","0.25","0.05","0.05","1.12","0.29","0.26","0.08","0.64","0.78","0.53",25,"130080.796","10.9958469947362","664168.401214305","1071.65952092409","4.01746774479509","41725.867",95,"-0.163077314371174","11.963286999398","36.4377777554712","8.27524052113747","69.2698789739381","7.22937181987193","3990.51261781837","0.094039764179639","0.581882848746791",1,3,18,120
