"raster_name","contig_park","lsi_park","circle_park","district","shannon_index","total_edge","contig","lsi","circle","X4_lpi_0m","X6_lpi_0m","X4_ed_0m","X6_ed_0m","X4_contig_mn_0m","X6_contig_mn_0m","X4_pland_0m","X6_pland_0m","X4_nlsi_0m","X6_nlsi_0m","X4_te_0m","X6_te_0m","X4_np_0m","X6_np_0m","X1_lpi_0m","X1_ed_0m","X1_contig_mn_0m","X1_pland_0m","X1_nlsi_0m","X1_te_0m","X1_np_0m","X2_lpi_0m","X5_lpi_0m","X2_ed_0m","X5_ed_0m","X2_contig_mn_0m","X5_contig_mn_0m","X2_pland_0m","X5_pland_0m","X2_nlsi_0m","X5_nlsi_0m","X2_te_0m","X5_te_0m","X2_np_0m","X5_np_0m","pq_area","pq_PrefReg","Categoria","Mobilidade","Acessibili","Equip_cria","Equip_espo","Sinalizaca","Nota_Infra","Manejo_Con","Residuos_s","Ambientes_","Nota_manej","Nota_segur","Nota_gesta","ID","area","altmean","vol_asum","vol_bsum","alt_bmean","area_agua","ds_codigo","Media_GeoSES","Media_educacao","Media_mobilidade","Media_pobreza","Media_privacao_material","Media_riqueza","Media_renda","Media_segregacao","contig_mn_tree"
"GUARAPIRANGA","0.995331907823055","1.50586701434159","0.646059363447414","JARDIM SAO LUIS","11.803072867463","234.773514701802","0.216494222569476","4.64666666666667","0.505840974113623","86.3283556605317","0.468835594510568","234.702371212498","203.043518472407","0.844617368802743","0.207952464938182","86.3511215771089","1.86538228953977","0.0569005776084552","0.306166115541723",3299,2854,2,237,"11.7834961333514","31.8011397186986","0.984644488719837","11.7834961333514","0.00571984909334307",447,1,"0","0","0","0",NA,NA,"0","0",NA,NA,0,0,0,0,"146831","MBOI MIRIM","Urbano","0.12","0.1","0.23","0.08","0.08","1.37","0.42","0.3","0.32","1.05","0.65","0.61",31,"38365.405","20.9925194624825","2915839.96081936","2777.9583093524","3.9530099541583","0",46,"-0.41904695123217","5.58557540463452","22.0277768805798","13.0303082110638","66.5219547466663","1.62719859655343","2476.68143793454","-0.077200057086377","0.91463092876129"
"IBIRAPUERA","0.998236842896474","1.6971736204576","0.509831922249818","MOEMA","13.6841125790213","961.49465081907","0.350089364382255","37.5990466101695","0.531675688951697","58.9082127013448","3.60801776738329","961.49465081907","961.49465081907","0.624324269923418","0.286127613875863","78.2686228145681","21.7313771854319","0.13134833854815","0.136417160322254",85676,85676,727,3117,"0","0",NA,"0",NA,0,0,"0","0","0","0",NA,NA,"0","0",NA,NA,0,0,0,0,"1241744","VILA MARIANA","Urbano","0.09","0.14","0.25","0.08","0.07","1.38","0.26","0.3","0.27","0.84","1.09","0.69",35,"33447.481","13.882804796054","10097498.4161547","741399.89301799","8.98279200189821","147509036",32,"0.914612237959202","54.7022721204846","47.6670124589782","0.416766431014887","97.8723591297418","87.6981276720177","17071.6458190396","0.661784129890549","0.624324269923418"
"INDEPENDENCIA","0.994293868519007","1.35099337748344","0.597596993847791","IPIRANGA","11.1238791724493","305.257948061022","0.371951865798678","10.66","0.520679715925023","79.0657389076511","3.37865377896821","305.257948061022","305.257948061022","0.681355287334829","0.277206320447895","83.2610341213462","16.7389658786538","0.10419506874927","0.14379142342975",2097,2097,64,209,"0","0",NA,"0",NA,0,0,"0","0","0","0",NA,NA,"0","0",NA,NA,0,0,0,0,"90973","IPIRANGA","Urbano","0.13","0.1","0","0.07","0.03","1","0.36","0.26","0.35","1","0.82","0.34",21,"90985.231","15.4307401343332","904542.271304548","71788.671354264","17.4018549616665","0",34,"0.107142989708785","21.9766096408885","40.8532231704332","4.14155446021934","85.3362272772076","14.1013816074177","5870.03973728824","0.235495870959811","0.681355287334829"
"JACINTHO ALBERTO","0.987436133679538","2.02902374670185","0.82184859649569","PIRITUBA","10.2656192531412","1443.82273179774","0.298003345211858","11.0555555555556","0.544926837578167","70.9725035185884","3.09292506264804","1443.82273179774","1443.82273179774","0.587081973079041","0.257409325128381","82.5924273111119","17.4075726888881","0.22271612507664","0.252425242524252",4206,4206,33,235,"0","0",NA,"0",NA,0,0,"0","0","0","0",NA,NA,"0","0",NA,NA,0,0,0,0,"35814","PIRITUBA/JARAGUA","Urbano","0.09","0.07","0.14","0.06","0.05","1.32","0.28","0.17","0.37","0.83","0.74","0.56",92,"27606.279","7.63011057969499","192101.386537336","2745.63744139671","4.69050393583012","0",63,"-0.133361058263797","14.1179785581966","30.5290874612276","6.8570088504185","77.4901145951026","7.46208785728048","3957.92678367683","0.109623244550467","0.587081973079041"
"JARDIM DA CONQUISTA","0.989951765192455","3.56333333333333","0.613562401901263","SAO RAFAEL","11.912190039913","1160.10300860499","0.344647222406823","18.8249701314217","0.529314964612985","7.27626747977228","9.87603565331095","1129.44024758609","1088.84206679571","0.419562474384753","0.280233070091932","24.8145673809891","46.8820482952761","0.122891594122475","0.078961842137427",19780,19069,370,460,"17.9499917204835","101.923702828169","0.981936166745364","28.3033843237348","0.00939304894112879",1785,3,"0","0","0","0",NA,NA,"0","0",NA,NA,0,0,0,0,"85694","SAO MATEUS","Urbano","0.09","0.05","0.11","0.08","0.03","0.97","0.22","0.16","0.03","0.41","0.79","0.47",60,"34382.382","5.94746776526435","632963.717519083","37103.5584389156","5.14251913216946","0",75,"-0.589927327888117","2.86914262970168","18.7811416582184","18.3853408114897","51.6241507432994","0","2085.67521366948","-0.140227347311538","0.700749320565059"
"JARDIM DAS PERDIZES","0.950035915437863","1.74883720930233","0.676435781526774","BARRA FUNDA","10.3959650714186","1243.87884650263","0.430285909262675","14.0590659340659","0.502338552823558","3.58805392660661","14.6786772262862","1243.87884650263","1243.87884650263","0.443959061613292","0.398874613322071","19.3851641375975","80.6148358624025","0.197710225029609","0.245928626021518",4115,4115,255,111,"0","0",NA,"0",NA,0,0,"0","0","0","0",NA,NA,"0","0",NA,NA,0,0,0,0,"45967","LAPA","Urbano","0.13","0.1","0.19","0.06","0.08","1.43","0.37","0.2","0","0.58","1.05","0.63",6,"305166.138","6.12336818025102","47064.2078334093","0",NA,"0",6,"0.415016650369291","38.574122138067","45.4999163246981","3.87560375755193","90.0527213837374","42.8302495488732","8919.48695859987","0.390276250635983","0.443959061613292"
"JARDIM FELICIDADE","0.985653376353999","2.07430340557276","0.815282706560963","PIRITUBA","10.0048239356031","740.293973104588","0.28665965522129","7295","0.533127368027213","60.313630880579","9.31957289013984","740.293973104588","740.293973104588","0.521875240399528","0.269018486332922","87.0482062279409","12.9517937720592","0.226314384841206","0.163971880492091",1657,1657,6,80,"0","0",NA,"0",NA,0,0,"0","0","0","0",NA,NA,"0","0",NA,NA,0,0,0,0,"26039","PIRITUBA/JARAGUA","Urbano","0.1","0.03","0.27","0.05","0.05","1.42","0.32","0.26","0.26","0.86","0.7","0.49",74,"290947.029","10.5315653512197","211976.714498013","2257.83444285393","4.19087599601657","937809",63,"-0.133361058263797","14.1179785581966","30.5290874612276","6.8570088504185","77.4901145951026","7.46208785728048","3957.92678367683","0.109623244550467","0.521875240399528"
"JARDIM HERCULANO","0.992213342507079","1.92545454545455","0.682464536439328","JARDIM ANGELA","11.0354978925874","113.545498160883","0.273716729063528","2.93795620437956","0.524927426226725","10.7161895623434","0.0679673756596834","110.746841516072","76.0968068660376","0.704614931481996","0.215754354079835","11.398528706221","0.546404392558239","0.032799479936174","0.419768934531451",831,571,6,57,"88.0550669012207","40.2473479396556","0.992182888623189","88.0550669012207","0.0225203119035934",302,1,"0","0","0","0",NA,NA,"0","0",NA,NA,0,0,0,0,"75561","MBOI MIRIM","Urbano","0.12","0.14","0.08","0.07","0.07","1.2","0.36","0.33","0.37","1.07","0.85","0.55",154,"137166.165","10.8895791265556","806618.349851787","2834.08882943913","6.47917666429124","0",43,"-0.668929580125923","2.34948225657424","11.201986463817","21.0001268549488","54.208665647611","0.150363606191417","1771.99892519733","-0.200588544864371","0.848398910052593"
"JARDIM PRAINHA","0.991188158720792","1.9835255354201","0.528324003338117","GRAJAU","11.2943784151103","2016.56956674459","0.292732367044101","18.9173913043478","0.525204921850087","38.2044791124139","12.3012075919623","1965.3347222054","1978.90044936471","0.370575281256017","0.225957890185503","65.6278388100919","30.4744370828842","0.132926959683456","0.176412943482261",16226,16338,378,506,"0","0",NA,"0",NA,0,0,"1.0452877266506","0","88.9039619190659","0","0.628368037686101",NA,"3.8977241070239","0","0.123695033217336",NA,734,0,13,0,"21772","CAPELA DO SOCORRO","Urbano","0.09","0.01","0.26","0.06","0.01","0.94","0.32","0.24","0.32","0.89","0.64","0.56",163,"50116.722","7.28292729505781","405910.311326399","9589.4676835835","4.85035994616167","0",30,"-0.614252098375229","2.70407708534811","13.1047847469642","17.8520599070898","53.2234066180632","0.193171757695639","2018.6599727649","-0.150317547305354","0.370575281256017"
"JARDIM SAPOPEMBA","0.985535978140616","2.66037735849057","0.907126817944042","SAO MATEUS","10.4303824486705","1688.70627043607","0.422442259503927","16.0672043010753","0.523530230032122","9.59229144361816","19.4102838623803","1688.70627043607","1688.70627043607","0.549051126351866","0.297322908736552","49.1680893544373","50.8319106455627","0.116982474868784","0.130061457935131",5836,5836,168,170,"0","0",NA,"0",NA,0,0,"0","0","0","0",NA,NA,"0","0",NA,NA,0,0,0,0,"44899","SAO MATEUS","Urbano","0.05","0.02","0.2","0.08","0.02","0.97","0.3","0.12","0.12","0.55","0.76","0.57",100,"7985987.521","5.41472045936823","103235.7065982","1647.53841480613","4.15782565250758","0",73,"-0.36561836565372","5.73435158689004","24.8440595513466","11.7021915842885","70.7433464985509","0.565854378230847","2684.27709300146","-0.052909154884619","0.549051126351866"
"JULIANA DE CARVALHO TORRES - COHAB RAPOSO TAVARES","0.972934284707541","3.06072874493927","0.923382801663752","RAPOSO TAVARES","9.55501277498199","892.041862751984","0.348085040384773","6.20083682008368","0.565041855684015","58.3971342277165","2.96410760693966","892.041862751984","892.041862751984","0.73597141442964","0.284612724631977","90.7143358853691","9.28566411463089","0.296247005589566","0.273434461299105",1270,1270,9,55,"0","0",NA,"0",NA,0,0,"0","0","0","0",NA,NA,"0","0",NA,NA,0,0,0,0,"15142","BUTANTA","Urbano","0.06","0.05","0.01","0.02","0.04","0.63","0.18","0.26","0.1","0.55","0.72","0.59",112,"15584.63","17.7053334694123","235308.308141857","46.2908816039562","2.73301100903663","0",65,"-0.332362837306885","7.77161259396413","24.8232298070335","12.2523014784854","73.9617545465404","2.06331720378999","2966.01000185962","-0.033971019968326","0.73597141442964"
"JUVENTUDE - DOM PAULO EVARISTO ARNS","0.995702181874626","1.63412017167382","0.721711566019466","SANTANA","11.8747050148429","846.644604414725","0.469609134054773","17.7258485639687","0.523982182968988","42.0483777421446","8.87994268363413","846.644604414725","846.644604414725","0.634817067070035","0.329627562068788","59.1955238647607","40.8044761352393","0.0665938268232723","0.0853734300490295",12408,12408,283,334,"0","0",NA,"0",NA,0,0,"0","0","0","0",NA,NA,"0","0",NA,NA,0,0,0,0,"240000","SANTANA-TUCURUVI","Urbano","0.13","0.1","0.16","0.08","0.01","0.97","0.35","0.16","0","0.51","0.78","0.51",15,"5766.869","11.8555513345906","1102447.71860358","159043.275477231","9.50283415600623","3135123",70,"0.333615752097849","32.6764362903479","35.2337420552747","1.15666454094421","92.7774325372629","29.1495474234972","8872.98767452749","0.41932507213834","0.634817067070035"
"LAJEADO - IZAURA PEREIRA DE SOUZA FRANZOLIN","0.987301699383326","1.24267782426778","0.560847091267916","LAJEADO","9.5262315534566","472.418053637619","0.250240509396238","3.32340425531915","0.524305999721311","96.8675049058798","0.363398502798168","472.418053637619","472.418053637619","0.969037615046018","0.237404846795349","96.8675049058798","3.13249509412021","0.364306784660767","0.413414634146341",650,650,1,56,"0","0",NA,"0",NA,0,0,"0","0","0","0",NA,NA,"0","0",NA,NA,0,0,0,0,"14164","GUAIANASES","Urbano","0.11","0.07","0.15","0.04","0.04","1.1","0.3","0.31","0.23","0.85","0.67","0.57",30,"103105.657","11.1953249958437","152141.667862266","447.249114722014","4.36151735736552","0",96,"-0.597083076415018","2.14486443116044","17.9367651054748","19.627516318603","56.8931458032163","0.220572676764296","1860.70643038515","-0.165191203048749","0.969037615046018"
"LINA E PAULO RAIA","0.986814786275391","1.38","0.545050826593568","JABAQUARA","9.54142935523249","147.090478582191","0.192689867634853","3.55907172995781","0.471141974464656","99.1748582908804","0.215254358900768","147.090478582191","147.090478582191","0.482775044614865","0.166318487909397","99.1820334361771","0.817966563822917","0.72463768115942","0.427184466019417",205,205,2,22,"0","0",NA,"0",NA,0,0,"0","0","0","0",NA,NA,"0","0",NA,NA,0,0,0,0,"15583","JABAQUARA","Urbano","0.12","0.02","0.12","0.01","0.05","1.03","0.33","0.3","0","0.63","0.59","0.54",32,"75562.112","15.332720437104","218115.614578024","8275.55967739224","5.03783010443052","0",38,"-0.09476709186651","17.6571624661182","31.6164589855447","8.89902932687021","76.2858700296098","16.0828488050077","4706.92852958577","0.11318247857462","0.482775044614865"
"LINEAR ARICANDUVA (VIADUTO BADRA)","0.585860471501804","6.70058708414873","0.681082227947638","CARRAO","10.6037308121259","1355.56042991884","0.452980798134106","17.756157635468","0.552513426684226","8.02807633252906","19.3024786137311","1355.56042991884","1355.56042991884","0.591882137165585","0.332682317008629","40.0404572152763","59.9595427847238","0.12938253427809","0.136656244252345",5562,5562,194,224,"0","0",NA,"0",NA,0,0,"0","0","0","0",NA,NA,"0","0",NA,NA,0,0,0,0,"6106","ARICANDUVA/VILA FORMOSA","Linear","0.14","0","0.05","0.07","0","0.4","0.08","0.13","0","0.21","0.12","0",138,"46149.35","6.24395149088727","115146.270431325","1492.65514096618","4.52971815071832","5229491",20,"0.023589947995821","18.1494896536009","30.6471404558842","2.63554819310561","85.2033265175631","11.7182987918619","5320.92555085215","0.218026016018335","0.591882137165585"
"LINEAR DO CORREGO AGUA VERMELHA","0.976602128875913","2.37298091042584","0.880842367422397","VILA CURUCA","11.3729766039732","1239.40282289556","0.359149796830152","23.2672268907563","0.556733355094374","3.67293347972246","15.7353224145152","1239.40282289556","1239.40282289556","0.479398148420384","0.275566317301024","32.3082321248684","67.6917678751316","0.138325991189427","0.157111429372942",10950,10950,269,387,"0","0",NA,"0",NA,0,0,"0","0","0","0",NA,NA,"0","0",NA,NA,0,0,0,0,"110976","ITAIM PAULISTA","Linear","0.04","0","0.05","0.08","0","0.42","0","0.06","0.06","0.12","0.4","0",22,"116113.307","5.73292827261612","206398.316902794","18495.5965815037","3.64414712882943","5295066",84,"-0.479970902261723","3.91067327033041","21.4845927521963","15.9407684789799","66.1478097723867","0.216327293618272","2162.05949066366","-0.122892259470799","0.479398148420384"
"LINEAR DO CORREGO DO BANANALCANIVETE","0.978326700960885","4.38546255506608","0.905778337072634",NA,"10.4314896538459","1045.37405289285","0.5040731767625","16.4959677419355","0.547227000772464","13.1883763462711","23.348912822597","1045.37405289285","1045.37405289285","0.633317616241264","0.374828737283737","31.1957499927425","68.8042500072575","0.116989287727871","0.186617719411119",3601,3601,131,131,"0","0",NA,"0",NA,0,0,"0","0","0","0",NA,NA,"0","0",NA,NA,0,0,0,0,NA,NA,NA,"0.13","0.03","0.06","0.09","0.01","0.54","0.3","0.26","0.05","0.61","0.58","0.12",111,"146835.48",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.633317616241264"
"LINEAR DO CORREGO RAPADURA","0.934999655247129","4.75097276264591","0.694869693414578","VILA FORMOSA","9.63851451243283","1070.27724049001","0.26256616121562","9008","0.542884634962499","62.0438426821405","3.34622823984526","1070.27724049001","1070.27724049001","0.50093673094028","0.236605010057489","87.7949709864604","12.2050290135397","0.320896860986547","0.262574364521363",1660,1660,11,101,"0","0",NA,"0",NA,0,0,"0","0","0","0",NA,NA,"0","0",NA,NA,0,0,0,0,"764","ARICANDUVA/VILA FORMOSA","Linear","0.01","0.09","0.07","0.07","0","0.46","0.28","0.3","0.1","0.69","0.54","0.18",37,"66860.62","8.36513329227816","116149.875763282","694.140849262476","5.14860557739551","878163",85,"-0.058817668038981","14.6736966342217","34.4521680570405","5.00164035555027","80.7788071282911","7.64108725570901","4402.21592807941","0.150255947592472","0.50093673094028"
"LINEAR DO RIBEIRAO CAULIM","0.992731022403028","2.19359534206696","0.596292821274298","CIDADE DUTRA","11.4234254482176","191.431412390299","0.300725094169092","3.50367107195301","0.533737612312855","2.68643811335437","2.37862608620466","174.657386191691","145.173144265272","0.460697925922033","0.200341076535268","4.84285158445376","4.54282132203536","0.115273253709736","0.0932162501206214",2020,1679,49,85,"90.6143270935109","63.032294323635","0.994697837150127","90.6143270935109","0.014078110808356",729,1,"0","0","0","0",NA,NA,"0","0",NA,NA,0,0,0,0,"117998","CAPELA DO SOCORRO","Linear","0.1","0","0.08","0.03","0","0.5","0.18","0.21","0.2","0.6","0.64","0.18",20,"104320.4","9.73171832441712","1078770.70797996","1255.63842147589","4.03121463580407","0",23,"-0.321666531996267","8.48566653330858","23.874193766652","11.4157653428733","72.9966771436227","3.45163515443289","3028.89837331301","-0.019638674519579","0.72769788153608"
"LINEAR FEITICO DA VILA","0.976706108342077","3.88520408163265","0.82233062559812","CAPAO REDONDO","10.3953352849917","790.461603147431","0.35879367312307","9.93150684931507","0.552622489554207","29.1888158092321","4.43883833378383","790.461603147431","790.461603147431","0.493978095893401","0.308725368393318","73.5021173078656","26.4978826921344","0.103945564413751","0.137071829533738",2632,2632,50,135,"0","0",NA,"0",NA,0,0,"0","0","0","0",NA,NA,"0","0",NA,NA,0,0,0,0,"11704","CAMPO LIMPO","Linear","0.14","0.09","0.1","0.12","0.06","0.77","0.39","0.52","0.06","0.98","0.87","0.09",94,"15141.439","10.3348569384919","256015.076080322","991.138028264046","3.68267723915259","115235",19,"-0.484910294112885","4.70827348766307","17.5585850347109","14.3926878758945","64.2572818489953","0.681044436526038","2379.20045388333","-0.11440817898436","0.493978095893401"
"LINEAR FOGO","0.986547241661184","2.18579234972678","0.845611128810879","JARAGUA","9.72162784711492","1832.07003936777","0.375732764046567","12.6704980842912","0.526658432750136","7.05094306363476","14.6248310711558","1832.07003936777","1832.07003936777","0.621914289658235","0.242924309440273","54.3803983782831","45.6196016217169","0.123305559010073","0.163702690378477",3118,3118,82,152,"0","0",NA,"0",NA,0,0,"0","0","0","0",NA,NA,"0","0",NA,NA,0,0,0,0,"33447","PIRITUBA/JARAGUA","Linear","0.21","0","0","0.02","0","0.43","0.44","0.26","0","0.71","0.66","0.12",97,"14168.318","5.52472173529253","56122.8857479691","629.51185464859","2.95198993973547","162515",42,"-0.439375791670158","5.26335990337178","20.3908029516571","13.1141113946842","65.805905650508","0.903329250256096","2357.25269217842","-0.083484286665694","0.621914289658235"
"LINEAR GUARATIBA","0.984383231730263","2.02684563758389","0.818402678511972","GUAIANASES","9.38910057620943","1730.22948654449","0.418573209912855","14.0452488687783","0.531411118746313","1.62621759947169","12.9932309724286","1730.22948654449","1730.22948654449","0.434729623705647","0.382780539356516","24.3519894337131","75.6480105662869","0.23432913141081","0.297116988324994",2096,2096,144,65,"0","0",NA,"0",NA,0,0,"0","0","0","0",NA,NA,"0","0",NA,NA,0,0,0,0,"22141","GUAIANASES","Linear","0.19","0","0.08","0.1","0.04","0.7","0.4","0.13","0.44","0.98","1.25","0.52",68,"132968.95","4.07404463161937","16818.6747504827","2731.71185654402","4.52083054454947","0",31,"-0.542193937197807","3.30310564661022","18.9182935052984","17.7567760207712","61.0184947409795","0","2126.87155845242","-0.144097256760072","0.434729623705647"
"LINEAR IPIRANGUINHA","0.948610704108244","4.6294964028777","0.646215929942578","ARICANDUVA","9.61146918802666","1563.40436727177","0.400773378617158","11.0425101214575","0.54926035258174","23.6450933964746","3.01894238358327","1563.40436727177","1563.40436727177","0.609986916064442","0.309242455983971","73.6319389634307","26.3680610365693","0.194008845999196","0.208718793562286",2377,2377,49,112,"0","0",NA,"0",NA,0,0,"0","0","0","0",NA,NA,"0","0",NA,NA,0,0,0,0,"381","ARICANDUVA/VILA FORMOSA","Linear","0.03","0","0.05","0.07","0","0.38","0.08","0.08","0","0.16","0.83","0.06",51,"171277.911","7.21790813551001","86625.7244883234","1560.90304532647","6.57238796933905","0",4,"-0.211815761859224","9.21512734135541","26.5184371682499","7.23139907653979","78.0201836208327","3.97402642621945","3611.96733782783","0.056510227717915","0.609986916064442"
"LINEAR ITAIM PAULISTA","0.942032048627259","8.29779411764706","0.728386262667802","ITAIM PAULISTA","10.4679675458294","1821.24648260106","0.374914740771902","28.4208443271768","0.562887295885832","3.6553088345917","4.22645083999666","1821.24648260106","1821.24648260106","0.460796389882259","0.307675693541598","52.132727829939","47.867272170061","0.171395782527614","0.220798263878706",6537,6537,321,410,"0","0",NA,"0",NA,0,0,"0","0","0","0",NA,NA,"0","0",NA,NA,0,0,0,0,"224","ITAIM PAULISTA","Linear","0.02","0","0.01","0.07","0","0.3","0.04","0.04","0.04","0.12","0.39","0",118,"27792.245","4.6813823833122","138077.373395793","27684.4004999883","4.84496927353199","12581111",36,"-0.557912314429747","3.17775237001221","18.2914129642375","19.1331269886137","63.3876189520326","0.220421100091185","1918.16608519972","-0.167160828435478","0.460796389882259"
"LINEAR MONGAGUA","0.969042992832245","6.31026785714286","0.726528976437642","ERMELINO MATARAZZO","10.5107153466368","1577.4302033844","0.410563285707132","20.4819587628866","0.569156265847119","11.1407676293172","5.03656648694817","1577.4302033844","1577.4302033844","0.547733891207253","0.321402392132053","58.5864517162227","41.4135482837773","0.132263296236228","0.182736664284322",5910,5910,169,260,"0","0",NA,"0",NA,0,0,"0","0","0","0",NA,NA,"0","0",NA,NA,0,0,0,0,"15286","ERMELINO MATARAZZO","Linear","0.19","0","0","0.08","0.01","0.44","0.25","0.17","0","0.43","0.83","0.06",102,"121228.17","7.88636567470515","192498.299753878","7362.00547802448","5.16499432687103","3769029",28,"-0.349387414498952","6.70222044641001","26.2579024993249","10.5089246720083","66.6701194723692","0.237810613240979","2807.59642037274","-0.020885153769035","0.547733891207253"
"LINEAR MUNICIPAL PARELHEIROS","0.982211950907786","2.33695652173913","0.874690061037928","PARELHEIROS","9.47918450548999","1138.18072107407","0.322224596591113","7.5995670995671","0.562285847916644","68.2757580328858","3.7411374264595","1138.18072107407","1138.18072107407","0.517167526270942","0.293496164848823","83.9493136219641","16.0506863780359","0.215339233038348","0.249339418688446",1509,1509,14,95,"0","0",NA,"0",NA,0,0,"0","0","0","0",NA,NA,"0","0",NA,NA,0,0,0,0,"19053","PARELHEIROS","Linear","0.18","0","0.07","0.08","0.05","0.58","0.5","0.45","0.61","1.57","1","0.41",40,"51519.059","7.80618643725045","96209.2962925024","1737.61570197344","4.12559749049452","0",55,"-0.771254034953909","2.6367367421976","14.0035732752553","24.5754800995039","35.1786980003637","0","1721.26646912643","-0.220710454943869","0.517167526270942"
"LINEAR RIBEIRAO COCAIA","0.989974717108352","2.10848126232742","0.564450579941753","GRAJAU","10.7582741704794","1131.18682921746","0.384509141475297","12.7334851936219","0.526569719495161","49.2403876211316","10.4136709388351","1131.18682921746","1131.18682921746","0.502135767433107","0.335270088748772","52.695634052308","47.304365947692","0.0639798162763617","0.10457690260777",5428,5428,72,172,"0","0",NA,"0",NA,0,0,"0","0","0","0",NA,NA,"0","0",NA,NA,0,0,0,0,"41293","CAPELA DO SOCORRO","Linear","0.2","0","0.1","0.09","0.08","0.76","0.44","0.45","0","0.9","0.46","0.35",135,"69306.132","7.45757975899176","203289.895440236","3046.2913236022","4.13901868023645","1945051",30,"-0.614252098375229","2.70407708534811","13.1047847469642","17.8520599070898","53.2234066180632","0.193171757695639","2018.6599727649","-0.150317547305354","0.502135767433107"
"LINEAR RIBEIRAO ORATORIO","0.990208454716126","1.52840909090909","0.68979013202549","SAPOPEMBA","9.94570409112749","562.401865156778","0.41937701436747","9.02068965517241","0.543937506570316","3.65418470761764","40.985868582576","562.401865156778","562.401865156778","0.482719366602425","0.365779639399431","12.6516629395251","87.3483370604749","0.129842731108554","0.288371470627593",1182,1182,33,39,"0","0",NA,"0",NA,0,0,"0","0","0","0",NA,NA,"0","0",NA,NA,0,0,0,0,"30897","SAPOPEMBA","Linear","0.15","0","0.01","0.11","0.06","0.65","0.58","0.39","0.12","1.09","1","0.33",80,"16729.836","3.58994867027259","13104.2101336625","698.199223637581","4.14013202949329","1378011",76,"-0.396887076648056","4.09636768324093","24.1705793644192","11.3868625288567","67.9934307974551","0.229129564342465","2276.15217864537","-0.062748381547136","0.482719366602425"
"LINEAR RIO VERDE","0.989787933328116","1.80867346938776","0.637918667557956","ITAQUERA","10.146637656066","1400.34863451482","0.372091835136399","10.3276397515528","0.511512997676239","4.43927948866938","54.1506875847376","1400.34863451482","1400.34863451482","0.436382162176053","0.252031585845478","22.1925237265156","77.8074762734844","0.174420661595613","0.192131424945357",3615,3615,155,83,"0","0",NA,"0",NA,0,0,"0","0","0","0",NA,NA,"0","0",NA,NA,0,0,0,0,"38325","ITAQUERA","Linear","0.18","0","0.06","0.1","0.02","0.56","0.07","0.26","0","0.33","0.56","0.52",93,"44909.262","4.79213831071131","32526.638783953","10557.0654940605","5.29640812445028","0",37,"-0.380863269166888","7.17691461337721","23.2493237170716","12.8150493348983","69.1981947332557","1.18850037147998","2738.8541898423","-0.052363550120822","0.436382162176053"
"LINEAR SAO JOSE","0.98986217038034","1.44207317073171","0.541244778983847","CIDADE DUTRA","9.93351628359772","1240.85163007319","0.35164058240474","10.1288659793814","0.551040467322928","31.4608877483129","18.0353578557171","1237.5249500998","1237.5249500998","0.376706250695934","0.329507200047673","59.5665811234674","40.2765896777873","0.0883960141433623","0.129794214136594",2604,2604,72,96,"0","0",NA,"0",NA,0,0,"0.156829198745366","0","6.65335994677312","0","0.671717171717172",NA,"0.156829198745366","0","0.111111111111111",NA,14,0,1,0,"26754","CAPELA DO SOCORRO","Linear","0.21","0.03","0.09","0.09","0.05","0.75","0.2","0.3","0.04","0.56","0.75","0.06",167,"26882.189","7.16107163613777","96398.7658298686","1513.41127514839","4.23457020323342","322177",23,"-0.321666531996267","8.48566653330858","23.874193766652","11.4157653428733","72.9966771436227","3.45163515443289","3028.89837331301","-0.019638674519579","0.376706250695934"
"LINEAR SAPE","0.979333391535469","3.31536388140162","0.827750121156141","RIO PEQUENO","9.77648959815705","1351.1407902059","0.365883033261352","14.4646840148699","0.558476610201214","8.9259877573734","6.6110183639399","1351.1407902059","1351.1407902059","0.578757549441687","0.302566510500022","64.5019476905954","35.4980523094046","0.147819116959455","0.199714240355612",2428,2428,58,195,"0","0",NA,"0",NA,0,0,"0","0","0","0",NA,NA,"0","0",NA,NA,0,0,0,0,"34382","BUTANTA","Linear","0.18","0.06","0.06","0.06","0","0.51","0.51","0.13","0.1","0.74","0.83","0.33",72,"6476.544","7.740435142664","100447.626846351","3884.93754083291","4.04475277438646","322739",67,"-0.063329241264538","18.0135807845512","33.4397781759","8.03878203034079","77.3743005528072","13.1317842144452","4966.15331502216","0.152360934448431","0.578757549441687"
"LINEAR TIQUATIRA - ENGENHEIRO WERNER ZULAUF","0.989297628904751","3.90585533869116","0.902228983224911","CANGAIBA","11.9927236285741","1108.91863327856","0.288463085062747","21.2185185185185","0.525046709284947","29.6619850816477","2.32633437391182","1108.91863327856","1108.91863327856","0.433858297384569","0.254480639493399","84.2214904912304","15.7785095087696","0.209173441112081","0.224704873962676",18152,18152,219,937,"0","0",NA,"0",NA,0,0,"0","0","0","0",NA,NA,"0","0",NA,NA,0,0,0,0,"134819","PENHA","Linear","0.26","0.09","0.06","0.07","0.02","0.72","0.33","0.08","0.2","0.62","0.83","0.12",49,"76280.228","8.15936631151388","1158024.18328634","2301.82319879532","3.50420604830978","18616489",18,"-0.284347028922561","8.22339222219815","23.9360760280764","7.33087360419877","72.1463405972255","1.11992592088458","3003.68441147683","0.025481547448039","0.433858297384569"
